学生姓名,生源地,毕业去向,就业单位名称/征兵办名称/项目名称/创业单位名称/升学院校名称/境外单位名称,单位/征兵办/项目/院校所属地区,单位/征兵办/项目/院校所属地区.1,岗位名称/专业名称/工作内容,职业类型,薪酬,签约时间/入伍时间/创业时间/就业时间/入学、入职时间,专业与就业相关度,院系,专业名称,学历
,广东省河源市东源县,境内升学,广东财经大学,广东省广州市海珠区,广东省广州市海珠区,行政管理,其他人员,,2021-09-03,,公共管理学院,人力资源管理,专科
,广东省揭阳市普宁市,签就业协议形式就业,广东米客科技有限公司,广东省广州市番禺区,广东省广州市番禺区,售前客服,商业和服务业人员,2100.0,2021-01-22,很匹配,外语外贸学院,电子商务,专科
,广东省清远市阳山县,签就业协议形式就业,广州新趋士网络科技有限公司,广东省广州市天河区,广东省广州市天河区,数据转化组,经济业务人员,3000.0,2021-01-17,匹配,外语外贸学院,电子商务,专科
,广东省揭阳市惠来县,签就业协议形式就业,惠来县阳光有家教育有限公司,广东省揭阳市惠来县,广东省揭阳市惠来县,老师,教学人员,2900.0,2021-01-15,一般匹配,外语外贸学院,国际贸易实务,专科
,广东省惠州市惠东县,境内升学,韩山师范学院,广东省潮州市,广东省潮州市,英语教育,其他人员,,2021-09-01,,基础教育学院,英语教育,专科
,广东省广州市番禺区,境内升学,韩山师范学院,广东省潮州市湘桥区,广东省潮州市湘桥区,音乐表演,其他人员,,2021-09-01,,音乐舞蹈学院,歌舞表演,专科
,广东省云浮市罗定市,签就业协议形式就业,深圳市华庭恩国际货运代理有限公司,广东省深圳市罗湖区,广东省深圳市罗湖区,商务,金融业务人员,5000.0,2021-06-30,匹配,外语外贸学院,国际贸易实务,专科
,广东省梅州市,签就业协议形式就业,广州创思信息技术有限公司,广东省广州市天河区,广东省广州市天河区,VIP在线客服,商业和服务业人员,3000.0,2021-03-18,一般匹配,外语外贸学院,商务日语,专科
,广东省佛山市禅城区,签劳动合同形式就业,广州市盈家地产中介服务有限公司海珠路分公司,广东省广州市越秀区,广东省广州市越秀区,经纪人,其他人员,5000.0,2021-03-15,不匹配,艺术设计学院,产品艺术设计,专科
,广东省揭阳市普宁市,自由职业,,广东省广州市天河区,广东省广州市天河区,钢琴陪练老师,教学人员,1200.0,2021-03-03,比较匹配,音乐舞蹈学院,表演艺术,专科
,广东省广州市,签就业协议形式就业,广州尚智教育咨询有限公司,广东省广州市增城区,广东省广州市增城区,晚辅老师,教学人员,4000.0,2021-03-24,一般匹配,外语外贸学院,应用英语,专科
,广东省广州市海珠区,签就业协议形式就业,广州市越秀区智晟幼儿园,广东省广州市越秀区,广东省广州市越秀区,副班老师,教学人员,3200.0,2021-02-20,很匹配,学前教育学院,学前教育-2年制,专科
,广东省广州市越秀区,签劳动合同形式就业,广州市荔湾区玛利亚幼儿园,广东省广州市荔湾区,广东省广州市荔湾区,副班教师,教学人员,4000.0,2021-05-30,很匹配,学前教育学院,学前教育-2年制,专科
,广东省惠州市龙门县,境内升学,广东技术师范大学,广东省广州市白云区,广东省广州市白云区,学前教育,其他人员,,2021-08-28,,学前教育学院,学前教育,专科
,广东省肇庆市怀集县,签就业协议形式就业,肇庆市端州区中柏蒙特梭利儿童之家幼儿园,广东省肇庆市端州区,广东省肇庆市端州区,老师,教学人员,2900.0,2021-03-01,很匹配,学前教育学院,学前教育-2年制,专科
,广东省茂名市高州市,其他录用形式就业,广州中大紫荆教育有限公司,广东省广州市海珠区,广东省广州市海珠区,英语助教,教学人员,3700.0,2021-02-28,很匹配,基础教育学院,英语教育,专科
,广东省湛江市吴川市,境内升学,广东第二师范学院,广东省广州市花都区,广东省广州市花都区,英语（师范）,其他人员,,2021-09-04,,基础教育学院,英语教育,专科
,广东省云浮市郁南县,签就业协议形式就业,广州金豆豆文化传播有限公司,广东省广州市黄埔区,广东省广州市黄埔区,舞蹈教师,教学人员,4500.0,2021-04-22,匹配,学前教育学院,学前教育-2年制,专科
,广东省湛江市遂溪县,签就业协议形式就业,广州市荔湾区芳草地幼儿园,广东省广州市荔湾区,广东省广州市荔湾区,副班老师,教学人员,3000.0,2021-01-19,很匹配,学前教育学院,学前教育-2年制,专科
,广东省揭阳市普宁市,境内升学,肇庆学院,广东省肇庆市端州区,广东省肇庆市端州区,英语(师范),其他人员,,2021-09-01,,外语外贸学院,商务英语,专科
,广东省汕尾市陆丰市,签劳动合同形式就业,广州爱记得网络科技有限公司,广东省广州市白云区,广东省广州市白云区,外贸业务员,商业和服务业人员,3500.0,2021-08-01,匹配,外语外贸学院,应用英语,专科
,广东省清远市清新区,其他录用形式就业,清远市清新区钰昌酒店管理有限公司,广东省清远市清新区,广东省清远市清新区,网络管理,其他专业技术人员,1800.0,2021-08-04,不匹配,信息学院,数字媒体应用技术-2年制,专科
,广东省河源市东源县,签就业协议形式就业,东莞市大朗金燕百货店,广东省东莞市,广东省东莞市,店员,商业和服务业人员,4000.0,2021-03-01,不匹配,艺术教育学院,音乐教育-5年制,专科
,广东省韶关市曲江区,签劳动合同形式就业,韶关市泰运人力资源有限公司,广东省韶关市武江区,广东省韶关市武江区,文员,商业和服务业人员,3000.0,2021-08-01,不匹配,学前教育学院,学前教育-2年制,专科
,广东省广州市黄埔区,其他录用形式就业,广州市荔湾区圣丹舞蹈培训中心,广东省广州市荔湾区,广东省广州市荔湾区,舞蹈教师,教学人员,3000.0,2021-08-01,很匹配,音乐舞蹈学院,舞蹈表演-5年制,专科
,广东省清远市连山壮族瑶族自治县,其他录用形式就业,福建简致互娱软件有限公司,福建省福州市台江区,福建省福州市台江区,音效设计师,文学艺术工作人员,3000.0,2021-02-24,不匹配,音乐舞蹈学院,音乐制作,专科
,广东省汕头市,境内升学,广东财经大学华商学院,广东省广州市增城区,广东省广州市增城区,电子商务,其他人员,,2021-09-01,,外语外贸学院,电子商务,专科
,广东省梅州市兴宁市,境内升学,广州华商学院,广东省广州市增城区,广东省广州市增城区,新闻学,其他人员,,2021-09-01,,学前教育学院,早期教育,专科
,广东省肇庆市怀集县,签劳动合同形式就业,广州市博伊斯教育科技有限公司,广东省广州市天河区,广东省广州市天河区,书法老师,教学人员,3500.0,2021-07-07,一般匹配,艺术设计学院,玉器设计与工艺,专科
,广东省湛江市坡头区,签劳动合同形式就业,华南星光艺术团文化传播有限公司,广东省深圳市龙岗区,广东省深圳市龙岗区,舞蹈助教,教学人员,3500.0,2021-03-01,不匹配,音乐舞蹈学院,舞蹈表演,专科
,广东省揭阳市揭东区,签就业协议形式就业,广东全优加教育发展有限公司,广东省广州市白云区,广东省广州市白云区,全天班指导师,教学人员,3200.0,2021-03-01,很匹配,学前教育学院,早期教育,专科
,广东省肇庆市封开县,签就业协议形式就业,广州冰良进出口有限公司,广东省广州市海珠区,广东省广州市海珠区,外贸业务员,办事人员和有关人员,3000.0,2021-04-10,比较匹配,外语外贸学院,商务英语,专科
,广东省佛山市顺德区,签劳动合同形式就业,广州优壹网络科技有限公司,广东省广州市天河区,广东省广州市天河区,跨境电商运营专员,其他人员,3700.0,2021-03-08,匹配,外语外贸学院,电子商务,专科
,广东省中山市,其他录用形式就业,中山市艺帆教育咨询有限公司,广东省中山市,广东省中山市,全职老师,教学人员,3000.0,2021-05-05,匹配,艺术教育学院,音乐教育,专科
,广东省广州市,签就业协议形式就业,广州奇正品牌策划有限公司,广东省广州市天河区,广东省广州市天河区,策划助理,其他人员,2000.0,2020-11-03,匹配,外语外贸学院,电子商务,专科
,广东省茂名市高州市,境内升学,岭南师范学院,广东省湛江市赤坎区,广东省湛江市赤坎区,学前教育,其他人员,,2021-08-30,,学前教育学院,早期教育,专科
,广东省广州市天河区,签劳动合同形式就业,青木数字技术股份有限公司,广东省广州市海珠区,广东省广州市海珠区,设计助理,其他专业技术人员,4500.0,2021-03-04,比较匹配,艺术设计学院,玉器设计与工艺,专科
,广东省江门市开平市,签就业协议形式就业,开平市三埠耀宇塑料加工店,广东省开平市,广东省开平市,文员,办事人员和有关人员,2000.0,2021-03-01,一般匹配,公共管理学院,文秘,专科
,广东省江门市江海区,签就业协议形式就业,中山市东区书心画舍,广东省中山市,广东省中山市,美术教师,教学人员,3500.0,2021-02-10,比较匹配,学前教育学院,早期教育,专科
,广东省汕头市潮阳区,签劳动合同形式就业,惠州市睿诚会计服务有限公司,广东省惠州市惠城区,广东省惠州市惠城区,人事行政助理,办事人员和有关人员,4000.0,2021-08-01,比较匹配,公共管理学院,人力资源管理,专科
,广东省梅州市兴宁市,签就业协议形式就业,广州市桔佳科技有限公司,广东省广州市番禺区,广东省广州市番禺区,外贸业务员,经济业务人员,3500.0,2020-11-28,匹配,外语外贸学院,国际贸易实务,专科
,广东省汕尾市陆丰市,其他录用形式就业,广州星目传媒有限公司,广东省广州市越秀区,广东省广州市越秀区,后期剪辑师,其他专业技术人员,2100.0,2021-04-25,很匹配,信息学院,数字媒体应用技术,专科
,广东省东莞市,境内升学,广东白云学院,广东省广州市白云区,广东省广州市白云区,电子信息工程,其他人员,,2021-09-15,,信息学院,数字展示技术,专科
,河南省南阳市邓州市,境内升学,广东培正学院,广东省广州市花都区,广东省广州市花都区,视觉传达专业,其他人员,,2021-08-29,,艺术设计学院,艺术设计,专科
,广东省惠州市博罗县,签就业协议形式就业,博罗县优学堂辅导中心,广东省惠州市博罗县,广东省惠州市博罗县,英语老师,教学人员,6000.0,2021-02-19,很匹配,学前教育学院,学前教育,专科
,广东省河源市连平县,境内升学,韩山师范学院,广东省潮州市湘桥区,广东省潮州市湘桥区,汉语言文学,其他人员,,2021-09-01,,基础教育学院,语文教育,专科
,广东省中山市,签就业协议形式就业,中山新亚洲胶粘制品有限公司,广东省中山市,广东省中山市,文员,其他人员,3000.0,2020-11-11,匹配,公共管理学院,文秘,专科
,广东省东莞市,境内升学,广东科技学院,广东省东莞市,广东省东莞市,国际经济与贸易,其他人员,,2021-09-01,,外语外贸学院,应用英语,专科
,广东省东莞市,签就业协议形式就业,东莞市艺童荟文化传播有限公司,广东省东莞市,广东省东莞市,助教、前台,教学人员,4000.0,2021-03-05,匹配,学前教育学院,早期教育,专科
,广东省梅州市五华县,境内升学,广东培正学院,广东省广州市花都区,广东省广州市花都区,日语,其他人员,,2021-09-01,,外语外贸学院,商务日语,专科
,河南省周口市淮阳区,境内升学,广东技术师范大学,广东省广州市白云区,广东省广州市白云区,学前教育,其他人员,,2021-08-28,,学前教育学院,学前教育,专科
,广东省汕头市龙湖区,签就业协议形式就业,汕头市龙湖区马丁叔叔双语幼儿园,广东省汕头市龙湖区,广东省汕头市龙湖区,英语教师,教学人员,4000.0,2021-04-01,很匹配,基础教育学院,英语教育-5年制,专科
,广东省茂名市,其他录用形式就业,广州市白云区均禾街罗岗经济联合社,广东省广州市白云区,广东省广州市白云区,教学老师,教学人员,2800.0,2021-05-22,很匹配,学前教育学院,学前教育-2年制,专科
,广东省惠州市惠东县,其他录用形式就业,广州网远信息技术有限公司,广东省广州市天河区,广东省广州市天河区,系统集成管理,商业和服务业人员,3500.0,2021-03-02,一般匹配,信息学院,计算机应用技术（云计算运维）-2年制,专科
,广东省佛山市三水区,签就业协议形式就业,广州市檬育教育咨询有限公司,广东省广州市荔湾区,广东省广州市荔湾区,早教托育教师,商业和服务业人员,2100.0,2021-03-29,匹配,学前教育学院,早期教育,专科
